"Bug编号","所属产品","所属模块","所属项目","相关需求","相关任务","Bug标题","关键词","严重程度","优先级","Bug类型","操作系统","浏览器","Bug是否典型(test)","Bug是否典型(dev)","frequency
    steps","Bug状态","截止日期","激活次数","是否确认","抄送给","由谁创建","创建日期","影响版本","指派给","指派日期","解决者","解决方案","解决版本","解决日期","由谁关闭","关闭日期","重复ID","相关Bug","相关用例","最后修改者","修改日期","附件"
"14781","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【术语库-控制指令库】意图值重复-提交创建-没有提示已存在","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]意图值重复-提交创建-提示已存在(121848)","","0000-00-00","",""
"14783","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【批量转写】转写文本超长-打开详情-展示会等待特别久","","一般","3","代码错误","","","tentative","tentative","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[B]转写文本超长-打开详情-展示完整无截断(121794)","刘梦帆","2026-06-08","",""
"14784","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【客户端-会议纪要】生成会议纪要时，无法查看逐字稿，建议优化下","","建议","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","","","0000-00-00","",""
"14785","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【批量转写】输入129字符搜索关键字（上限128）-可以输入超过128字符，没有做字符限制","","一般","3","代码错误","","","tentative","tentative","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[B]输入129字符搜索关键字（上限128）-搜索-搜索不报错正常处理(121782)","刘梦帆","2026-06-08","",""
"14786","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【批量转写】目前搜索框只支持id搜索，类型和状态都无法搜索","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]选择指定状态筛选-点击筛选-列表仅显示对应状态任务(121779)","","0000-00-00","",""
"14791","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【工作流管理】工作流管理里面，新建工作流可以重名，预期为不能重名","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]另存为名称已存在-提交-提示名称重复，返回编辑(121713)","","0000-00-00","",""
"14792","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【工作流管理】新增工作流的时候无法选择从系统模板重置节点","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","","0000-00-00","","","","0000-00-00","","0000-00-00","0","","[E]导入模板接口失败-确认导入-保留当前编辑内容并展示失败原因(121711)","","0000-00-00","",""
"14793","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【工作流管理】未发布的工作流在应用配置里面可选择，应该是不能选择的","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","","","0000-00-00","",""
"14797","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【工作流】Legacy类型新建的时候没这个类型且这个类型也搜不出东西，建议去掉","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]选择场景类型条件-点击筛选-列表按场景类型过滤(121663)","","0000-00-00","",""
"14802","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【实时语音识别】后台界面的实时语音识别没有把结果输出出来","","一般","3","代码错误","","","tentative","tentative","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]大量短句快速连续输出50条-查看输出区-列表渲染不卡顿(121645)","刘梦帆","2026-06-08","",""
"14803","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【实时语音识别】参数已被修改-点击重置底噪-底噪参数没有恢复初始值，预期为恢复到初始值","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-08","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-08","","","","0000-00-00","","0000-00-00","0","","[F]参数已被修改-点击重置底噪-底噪参数恢复初始值其他不变(121636)","","0000-00-00","",""
"14816","语音转写 会议纪要生成软件(#499)","/(#0)","语音转写 会议纪要生成软件(#228)","","","【声纹库】使用已注册同名人再次注册-提交-系统没有提示已存在或覆盖策略","","一般","3","代码错误","","","tentative","","","激活","0000-00-00","0","否","","刘梦帆","2026-06-09","Fama_V1.0.0_20260529[0](#1268)","李贯涛","2026-06-09","","","","0000-00-00","","0000-00-00","0","","[F]使用已注册同名人再次注册-提交-系统提示已存在或覆盖策略(121588)","","0000-00-00","",""
